business_status,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,permanently_closed,req_cat
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Ideal Food Basket of Gates Ave,"[{'height': 424, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118440612056469984204"">Ideal Food Basket of Gates Ave</a>'], 'photo_reference': 'AW30NDxQxFLe-RKgOEDDKTiiJved3agouPvDXSIgsq5W2y3V2WkszfAw7gUXgEZqDktSC6xWPHy8MK5vhvD014W6Z1Go1dYjZRZ81jeKA_67PnH5wYf71m-tWSczKrPzlj_eoy5ocSki-64SsReSOBneF9nBB2KIQj7Z6zf4xy-Ik2GWk7v9', 'width': 975}]",ChIJVcBKf4tbwokRn5FL7ITHiIY,4.0,ChIJVcBKf4tbwokRn5FL7ITHiIY,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",553.0,"631 Gates Avenue, Brooklyn",40.6873757,-73.9414883,40.6886709302915,-73.9401717697085,40.68597296970851,-73.94286973029152,True,"M3P5+XC Brooklyn, NY, USA",87G8M3P5+XC,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Bravo Supermarkets,"[{'height': 1192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100907177702746728835"">Bravo Supermarkets</a>'], 'photo_reference': 'AW30NDzRn6VniyHA9RYfUaTbpaGLlmUK6jgnTPGqmP2uWxulwkigQJ16DhFU8z2_72FqFzEoqljwJsRZl9Q5UDoQYWQ0biwN5cq_nABRqnqJwdBv_whBkLihwsy9Epm8aBlytmcWiOUJM67SOBBNzTzw7Jdj-DnMmxmVCCmDQYv7pvgMK5u3', 'width': 2119}]",ChIJwzhPfvNbwokRjKfSvVnwtAg,3.9,ChIJwzhPfvNbwokRjKfSvVnwtAg,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",407.0,"844 DeKalb Avenue, Brooklyn",40.6922431,-73.9419881,40.6936994302915,-73.94065396970849,40.6910014697085,-73.94335193029151,True,"M3R5+V6 New York, NY, USA",87G8M3R5+V6,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Marcus Market,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109950431226670770023"">Marcus Market</a>'], 'photo_reference': 'AW30NDzXqI1OOKWfCJj9aNPJsLYbYt5QXc1RKFwHPvOW7CEZZbaIG8dWnki7QcZdKRYCOA2Rn1rRye008FKzFAWGcvoZ-c94ci5ZBV8MKpjqIaxw_bKggV3NMQMAdpvxFS5ntzTqncCxPNhtEyhHnexRVuZE2nKRHyOzt0l_HcaaUCKPBGLr', 'width': 3329}]",ChIJF7WS_4pbwokRoudts-cWrSc,4.0,ChIJF7WS_4pbwokRoudts-cWrSc,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",72.0,"301 Marcus Garvey Boulevard, Brooklyn",40.6870292,-73.9385763,40.6883527302915,-73.93735606970849,40.6856547697085,-73.94005403029149,True,"M3P6+RH New York, NY, USA",87G8M3P6+RH,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Key Food Supermarket,"[{'height': 3968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100116911903164285649"">Ves Cenov</a>'], 'photo_reference': 'AW30NDzQeyfIku4AzTLU--ERDkzH95Gv8j3rel3zv-JU2shYNqWXCbtKTgvcPVq6MqCKeMXdqvmguVCdeT7rfeoaURUpr0HBFISAfuCSXoVeIUr8Dx_TK-Z-vIOeYCc6dxCfhkg7LwX4cdCaLHp3oXlSccaVev9q1R3TXDSFOoReAtsvKgzr', 'width': 2976}]",ChIJw_4SnZFbwokRxpSzPmXEofE,3.9,ChIJw_4SnZFbwokRxpSzPmXEofE,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",353.0,"367 Nostrand Avenue, Brooklyn",40.6857154,-73.9504477,40.6870128302915,-73.9491835197085,40.6843148697085,-73.9518814802915,True,"M2PX+7R Brooklyn, NY, USA",87G8M2PX+7R,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Family Dollar,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113541788084055653910"">Marco Ciavolino</a>'], 'photo_reference': 'AW30NDwsmJobJLnktrAcJ9-HJNxaLB7eKsjVyGw2EG2bIMUB0anJCcvKoOXlFUVSHlhUxbHiLf0EyveEbYeInAKR36h1hZz0sV74kWkReQNDBciiNizOQVG8mFIqUJNhuZxPeujWClzYfFBfCofioQ_EXEqiA3VL9SNjJE1Gt8VeZSvWPLhz', 'width': 4032}]",ChIJg7oMZPRbwokRj-zuuaUo6ks,3.8,ChIJg7oMZPRbwokRj-zuuaUo6ks,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']",193.0,"895 DeKalb Avenue, Brooklyn",40.6927859,-73.9408947,40.6940391802915,-73.93950606970849,40.6913412197085,-73.94220403029149,True,"M3V5+4J New York, NY, USA",87G8M3V5+4J,1.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Family Dollar,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101351076626034335274"">Hiram</a>'], 'photo_reference': 'AW30NDwOqPUsFnvVq-PFrSPL5ZrYcIgI-r8ATDYmRQFkYWc5Sg72_JTIzztc-gpopXoyooj3TJRir47oekv7xQGR1z2IvVeJPoCDzt7kIoM-8fcHxQv-OO6eKn2MH63i_YsLdKY_1EYP2ZspDitMKEHYCDFdAWKqEsyzOx3LUDBtNmPyaJZB', 'width': 4032}]",ChIJqyDwA4tbwokR3o5nOGe8ZEs,3.7,ChIJqyDwA4tbwokR3o5nOGe8ZEs,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'store', 'food', 'point_of_interest', 'establishment']",171.0,"644 Gates Avenue, Brooklyn",40.6873193,-73.9391447,40.6887735302915,-73.93784276970851,40.6860755697085,-73.94054073029152,True,"M3P6+W8 New York, NY, USA",87G8M3P6+W8,1.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Ideal Food Basket of Lafayette Ave,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114185866995673746667"">Jonathan Rosario</a>'], 'photo_reference': 'AW30NDw8TWxp9BD7clD13qiP3cFxhuAdQEQjaMgqV4JFEZ_jfAGAJyjM0S7ZttstN2xLDe6JuaqtDgeg36gVK6_X8cZrpbdarWlVguzP-mQcaPC4L0n9LC5-CXdl-4pFsGmjKMyrZgzNL5tywA31SOgLvO2DdRGXCp7cFChKwpg5Bs0YGYPE', 'width': 4032}]",ChIJVUVc5vRbwokRYp-QeiKHCf4,4.0,ChIJVUVc5vRbwokRYp-QeiKHCf4,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",481.0,"830 Lafayette Avenue, Brooklyn",40.6911209,-73.9392775,40.69239098029149,-73.93810021970849,40.68969301970849,-73.94079818029151,True,"M3R6+C7 New York, NY, USA",87G8M3R6+C7,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Deli Supermarket,"[{'height': 3336, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106926722551645327519"">John</a>'], 'photo_reference': 'AW30NDwM-EXBT0f4Fnz-oovsl6qu2CYftcnutWdm995JZVPtzSYIiKa4F28i9_29Ff0L9FXlVDnL_q7cQ8WlGa3WbnAVIkhq4NedKUtBmMK_bZRFpGWk871NGs1yEVNrbCNQBSLx8jhiee1MQQS6qMuW7rVJQjX96_KoiadWzYfmqypAvbGD', 'width': 2500}]",ChIJmZBkxI9bwokRiSOWPy9311I,4.3,ChIJmZBkxI9bwokRiSOWPy9311I,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",37.0,"169 Halsey Street, Brooklyn",40.6822686,-73.9467426,40.6836347802915,-73.94532481970849,40.6809368197085,-73.94802278029151,True,"M3J3+W8 Brooklyn, NY, USA",87G8M3J3+W8,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Inlet Market,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113153153220893536934"">Helal M Rahman</a>'], 'photo_reference': 'AW30NDyQK9zpBGWjbQcggaR3QHz7eLTwkj9vtRU1MI5Yj2Zzzh7TeDh4G4RzVS2aek_km4grLKKZe_nbypFqvva2fZS-ksKbQ3h7uqByaBr42CEPfd_AOhUBio1mqXt_72cOmTNSqMIvA66TC31pDui4MGvngTptTJ3X7wV-Tq7R7NVl_iiQ', 'width': 3024}]",ChIJzSRiiotbwokRhgdZxZlXAC0,4.6,ChIJzSRiiotbwokRhgdZxZlXAC0,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",51.0,"416 Monroe Street, Brooklyn",40.6863316,-73.94178169999999,40.6877578302915,-73.9404351197085,40.6850598697085,-73.9431330802915,True,"M3P5+G7 Brooklyn, NY, USA",87G8M3P5+G7,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Adels International Supermarket,,ChIJN7AYOIlbwokRlELzXJveJ2g,4.2,ChIJN7AYOIlbwokRlELzXJveJ2g,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",24.0,"377 Hancock Street, Brooklyn",40.6836654,-73.9412317,40.6849622802915,-73.9398654197085,40.6822643197085,-73.9425633802915,True,"M3M5+FG Brooklyn, NY, USA",87G8M3M5+FG,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Organic natural deli market,"[{'height': 2112, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110848080058198355072"">ahmed saleh</a>'], 'photo_reference': 'AW30NDxOTBE_LCZk62H8LWBcF_xyarN8Q89C3d-rlwPWSIJz8uMhaZijtxYpxs53OMGc8kmeLoCIosHwA4IL5_cQrpYQTCID07-tDO2bTLF63X1gE82hkx0YaMQuNygc2llpq_iUUUaSiZC1KaL6njGnl96KCJKremNlkcsNr6z4G9iar4P1', 'width': 4608}]",ChIJ849ahr9bwokRfMEOJWhqsWA,5.0,ChIJ849ahr9bwokRfMEOJWhqsWA,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",5.0,"390 Tompkins Avenue, Brooklyn",40.6838312,-73.94416009999999,40.6851879802915,-73.94274201970848,40.6824900197085,-73.9454399802915,True,"M3M4+G8 New York, NY, USA",87G8M3M4+G8,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Manayeyo Grocery Store,,ChIJF7k05Y5bwokRt-Vnd6eb7YY,4.2,ChIJF7k05Y5bwokRt-Vnd6eb7YY,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",6.0,"408 Tompkins Avenue, Brooklyn",40.6833375,-73.94408969999999,40.6847116302915,-73.94265596970848,40.6820136697085,-73.9453539302915,True,"M3M4+89 New York, NY, USA",87G8M3M4+89,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Met Fresh of Bed-Stuy,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115755047282612747492"">Met Fresh of Bed-Stuy</a>'], 'photo_reference': 'AW30NDzgzWreLM-6ln9QT9SOpCSJ1ZAVUDL7kv8yhS-NMXHINHzTBFW7qPZ-JtQD33e3GScZxakgwsyXwPoht0nS0wqBldvZr9fHRQngmlRB3eqXc_ej-pjpaw1wwe0rl_V_jiCuc1iX4mZUu0ROeCS6MskaoICyC73p4GEqphbdMLQHL88m', 'width': 3024}]",ChIJWWRrJgNbwokRMC7LDY5EcYE,4.4,ChIJWWRrJgNbwokRMC7LDY5EcYE,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",34.0,"410 Tompkins Avenue, Brooklyn",40.68308710000001,-73.9440753,40.6844485802915,-73.94262621970849,40.6817506197085,-73.9453241802915,True,"M3M4+69 New York, NY, USA",87G8M3M4+69,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Quincy Market Super Market & Deli,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103995669981009398115"">Arjumand Bonhomme</a>'], 'photo_reference': 'AW30NDxiRRQN11MzPu2MeD_xWkKy5yx9NNv6F0EHv-di-HMg-Z_K3jYGm3vENCdSGwTFyzxDMmra0GHYTmSLNa4iKAIQtWMz6i11v-3USBc1K52rFN5tFvlgIoKjfOLDveyrrRC4HHj3ZugPftF9DxMKDJR9HT82YgMfiZNQzgTWGps8WmGm', 'width': 4048}]",ChIJgU3mzJNbwokROK99oM4YbXE,4.2,ChIJgU3mzJNbwokROK99oM4YbXE,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",93.0,"331 Nostrand Avenue, Brooklyn",40.6870757,-73.9506531,40.6883662302915,-73.94936011970849,40.6856682697085,-73.95205808029151,True,"M2PX+RP New York, NY, USA",87G8M2PX+RP,2.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lincoln Market Bed-Stuy Marcy Avenue,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113037087426999427294"">Lincoln Market Bed-Stuy Marcy Avenue</a>'], 'photo_reference': 'AW30NDx9ZwLJZ2GfKMwrHUbz4m86ReaNA5LLuiIx4mBjmSKoXEkB7bV18nw3VBWS0xTzTwPtOvqYgf3T06QCiU0wvPfeomwQvuaDvYHT3zQ_ovwIVAXe9my9RIGe-9Tj8wNMPz9_C9xZQxOtMQFVmfYlAC2fiElMoAe0gi12fYcpESM1mo04', 'width': 4032}]",ChIJHz5sLDRbwokRR76xqunD5hc,4.6,ChIJHz5sLDRbwokRR76xqunD5hc,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",282.0,"633 Marcy Avenue, Brooklyn",40.692961,-73.9485717,40.69442228029149,-73.94722951970849,40.6917243197085,-73.9499274802915,True,"M3V2+5H New York, NY, USA",87G8M3V2+5H,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Jamil Deli Grocery,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101873438251075693672"">sean s</a>'], 'photo_reference': 'AW30NDxQ4YBFZLKlmABBXLGo7NVQeggyAPvTzskNEnRb_yFr7bUEoWtya3YC7P2tbKa03PsgMKJiJiMJG4IbLSiFaL_Bhtl1e9JVqFtXw8X_MPgGsUmz2UdOkY0CoRn4hObipi_4UIvq8vhfHHchepwFQF-nb2C9GcVXEcKjGx3EVUIZ6KET', 'width': 4000}]",ChIJU7QUXJBbwokR2aABhSsItkw,3.8,ChIJU7QUXJBbwokR2aABhSsItkw,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",6.0,"147 Hancock Street, Brooklyn",40.682723,-73.95021899999999,40.6840606302915,-73.94878221970849,40.6813626697085,-73.9514801802915,True,"M2MX+3W Brooklyn, NY, USA",87G8M2MX+3W,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Bravo Supermarkets,"[{'height': 1192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110962954291972795507"">Bravo Supermarkets</a>'], 'photo_reference': 'AW30NDxQMSzCyr6Ao5ILpt_lc9ykzhNbN4dTZS-zn3Kc_u_o1vmtqtPvRs3qvpXf4lGzWao2EdJjMZ5JRrUWX5xR89NVnB9YAJXrUcJ1cnvBuJkQwL2PfmSz4YpzPCXtR90POp5wcMb61eFnx7IoNh5S6cFO0aHqttSH243w6PPxC_y5yfom', 'width': 2119}]",ChIJ7YEEmJpbwokRvvsMSiKcDaM,4.0,ChIJ7YEEmJpbwokRvvsMSiKcDaM,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",385.0,"1299 Fulton Street, Brooklyn",40.6805819,-73.9492151,40.6818289802915,-73.9478766697085,40.6791310197085,-73.95057463029151,True,"M3J2+68 New York, NY, USA",87G8M3J2+68,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Carib Food Market,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111213445604971024397"">Robert Merkle</a>'], 'photo_reference': 'AW30NDzdUtfHLGcplzg2qbkEGeNddpwV8f9FLUgeBouDDRwTNg2py5_vq4p0sB-J-nCpwZyb51czFkzTy4usDejE-kSH7HKjum7Zow9VTfGOlmuYKvtJdNPcS2ly9LiSt_KQ4aF37Q57n8QJnSLscfJps0x2ztPT48L64E_OppHBbdMFv1WD', 'width': 2880}]",ChIJLwNSvZpbwokRg2MNgRNe0JI,4.1,ChIJLwNSvZpbwokRg2MNgRNe0JI,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",213.0,"1303 Fulton Street, Brooklyn",40.6805722,-73.94907979999999,40.6818208302915,-73.9477536197085,40.6791228697085,-73.9504515802915,True,"M3J2+69 Brooklyn, NY, USA",87G8M3J2+69,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Farmer Supermarket & Deli,,ChIJ83-fQ_FbwokR8vQAelK4Vo8,4.1,ChIJ83-fQ_FbwokR8vQAelK4Vo8,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",12.0,"960 Myrtle Avenue, Brooklyn",40.6959024,-73.9430983,40.69733958029151,-73.9417488197085,40.69464161970851,-73.9444467802915,True,"M3W4+9Q New York, NY, USA",87G8M3W4+9Q,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Trader Joe's,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102300202548163591595"">Marco De Nichilo</a>'], 'photo_reference': 'AW30NDxOK2UNhASha3jSKvBddkH_h-hZ-TJyq00q8PpZONJgmkWLGQMAK0fuuqRNQsD2cTC9R2xaBCdCR-kcmSccxbLudVxCa_6pqje5506GyC-TeQmSuNVzwgefs5vg9qoZbNR2VNBik_t6O90lFnulRSCe7tgbh4u5ZveRyOnRFiVRbjM', 'width': 3072}]",ChIJhS5Yr09awokR44Umk8YfdIY,4.5,ChIJhS5Yr09awokR44Umk8YfdIY,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'health', 'food', 'point_of_interest', 'store', 'establishment']",5207.0,"130 Court Street, Brooklyn",40.6895837,-73.9928699,40.6908862802915,-73.9913127697085,40.6881883197085,-73.9940107302915,True,"M2Q4+RV New York, NY, USA",87G8M2Q4+RV,2.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Perelandra Natural Food Center,"[{'height': 2374, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111719219215411994893"">Hecatonic</a>'], 'photo_reference': 'AW30NDwRynsPwdK_Kzt0z5mK7aRz0zBzih9CneisPKM7Ww-0QIQn7sQ0HHofh9oZ4BkEMoRvhy-fx0UJKwuL1aNmDjVlg9f__Z3jhoAHIIbpI79UQfdYruVlUbo1tuv9E4qehSBPZ0UecsRrD1MYg7yUFaiv4AB4lj2Nf0Fq6yaAPmKuDFtM', 'width': 4088}]",ChIJSewXH0lawokRd-0KiJE8dEI,4.6,ChIJSewXH0lawokRd-0KiJE8dEI,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",662.0,"175 Remsen Street, Brooklyn",40.6933861,-73.9914028,40.6946880802915,-73.99013786970849,40.6919901197085,-73.9928358302915,True,"M2V5+9C Brooklyn, NY, USA",87G8M2V5+9C,2.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Key Food Supermarkets,"[{'height': 1702, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113010045024234011167"">Key Food Supermarkets</a>'], 'photo_reference': 'AW30NDwRqR4SM1B-j37bZuZzxqnqGeDQc91ynahKnHhBUcl84lvIF8lCuait-iNecnatIRsEPIUmh-UthD6zXyrzoltLdYHz1DzRr508JiHIkDnDirlKc-90i3Genvgl9cMQt4axwkG8nxfdY0DQ1Fe1M4Ye8rgAullPcTyjFk40r35XFDtm', 'width': 3024}]",ChIJDQ3ALEZawokRdV83gbc-REo,3.8,ChIJDQ3ALEZawokRdV83gbc-REo,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",257.0,"102 Montague Street, Brooklyn",40.6949016,-73.9954578,40.6963431302915,-73.9940643697085,40.6936451697085,-73.9967623302915,True,"M2V3+XR Brooklyn, NY, USA",87G8M2V3+XR,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Gristedes,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107873831998655747034"">Dwight Simmons</a>'], 'photo_reference': 'AW30NDytQS4Sf9tq1tlW2zus4JCbsFag-UGhkVV7auEsEHNBbiBuYAZ97yGd7-cK0RQE44U1Uc1nkDO-AUKZUDAXAN9dUo2TcuoN9YC2HzqgJhkPRV8uUxDNG9-uSrBljiLUO9jN0QFe1caHujSIEjhqMD9pOUCJLNnbRUnvM5UaAuCTkpUa', 'width': 1836}]",ChIJ0-tO2jdawokRIYNjSYXAgbk,3.2,ChIJ0-tO2jdawokRIYNjSYXAgbk,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",174.0,"101 Clark Street, Brooklyn",40.69788489999999,-73.9926259,40.69925713029149,-73.99136116970848,40.69655916970849,-73.99405913029149,True,"M2X4+5W New York, NY, USA",87G8M2X4+5W,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Concord Market,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115302847606670752187"">Sagrey Turjo</a>'], 'photo_reference': 'AW30NDxFeiCU3uWJY0ibRYeXC6MJlUXoUK9-8poeSWHzF1fhH43BdMFbg1APDgUsoMA7FngI98XsNj3TlzkLv1Zgl_qVCNI8lk2-HVDzIHI3nT5BpmO9pghQktlWxnXuHV42I14HfVv_yfwaJMsfHDoN4PM7bI5xBvJIgA62-RclAsW7waOD', 'width': 3264}]",ChIJc7ATdUpawokRkTIux4DskVc,3.8,ChIJc7ATdUpawokRkTIux4DskVc,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",295.0,"91 Tillary Street, Brooklyn",40.6965516,-73.9873513,40.6977370302915,-73.9860529697085,40.6950390697085,-73.9887509302915,True,"M2W7+J3 New York, NY, USA",87G8M2W7+J3,1.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Peas & Pickles,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101217640086810716166"">Zachary Zawila</a>'], 'photo_reference': 'AW30NDz0z9zOaUKzqcEKCpaVRl3suCxBqXNUvEu7kE05_q7CZ-yEKuSl7OFUbAw-eU-nMQcOluiQpluu_tDvsK06wWRbBSD_JGuC-Jpeg_tWbnH-Jz75Y_bSntIJP9qM05dqOr0Yrs_sOtKSD1L-dvA2Fo4tHgcC2lNuLVO1KBat0PjQCpHB', 'width': 4032}]",ChIJZaiaZzFawokReXz6BSpjDCs,3.9,ChIJZaiaZzFawokReXz6BSpjDCs,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",335.0,"55 Washington Street, Brooklyn",40.7026341,-73.9894357,40.7039251802915,-73.98803226970848,40.7012272197085,-73.9907302302915,True,"P236+36 Brooklyn, NY, USA",87G8P236+36,,,supermarket
