Name,Price,Rating,Reviews,Borough,Neighborhood,Address,Zipcode,Latitude,Longitude,Category
5 Burro Cafe,2.0,4.4,1960.0,Queens,West Central Queens,"72-05 Austin Street, Queens",11375.0,40.719346,-73.8423629,restaurant
Starbucks,2.0,4.2,724.0,Queens,Southwest Queens,"118-24 Queens Boulevard, Queens",11415.0,40.7144056,-73.831931,restaurant
Portofino Ristorante,2.0,4.2,1001.0,Queens,West Central Queens,"109-32 Ascan Avenue, Queens",11375.0,40.7191256,-73.8398387,restaurant
Forest Hills Station House,2.0,4.5,1601.0,Queens,West Central Queens,"106-11 71st Avenue, Queens",11375.0,40.71994219999999,-73.8451058,restaurant
Nick's Pizza,2.0,4.4,917.0,Queens,West Central Queens,"108-26 Ascan Avenue, Queens",11375.0,40.71797,-73.84048,restaurant
Tap House,2.0,4.4,308.0,Queens,West Central Queens,"7207 Austin Street, Queens",11375.0,40.719334,-73.84224950000001,restaurant
MoCA Asian Bistro,2.0,4.3,760.0,Queens,West Central Queens,"107-18 70th Road, Queens",11375.0,40.72101070000001,-73.84528879999999,restaurant
(aged.),3.0,3.9,1073.0,Queens,West Central Queens,"10702 70th Road, Queens",11375.0,40.7207118,-73.8455924,restaurant
McDonald's,1.0,3.9,1023.0,Queens,West Central Queens,"106-15 71st Avenue, Queens",11375.0,40.719994,-73.8451,restaurant
Narita,2.0,4.3,366.0,Queens,West Central Queens,"107-08 70th Road, Queens",11375.0,40.7207557,-73.8454995,restaurant
Boston Market,1.0,3.9,491.0,Queens,West Central Queens,"106-24 71st Avenue, Queens",11375.0,40.7200377,-73.8446771,restaurant
New Pinang,2.0,4.4,195.0,Queens,West Central Queens,"111-10 Queens Boulevard, Queens",11375.0,40.7182092,-73.8375461,restaurant
Subway,1.0,2.0,41.0,Staten Island,Stapleton and St. George,"9 Ferry Terminal Drive, Staten Island",10301.0,40.644195,-74.07265199999999,restaurant
Dunkin',1.0,4.1,212.0,Staten Island,Stapleton and St. George,"97 Stuyvesant Place, Staten Island",10301.0,40.6438207,-74.0774026,restaurant
A & S Pizza,1.0,4.4,283.0,Staten Island,Stapleton and St. George,"87 Stuyvesant Place, Staten Island",10301.0,40.64398180000001,-74.0775219,restaurant
Au Bon Pain,2.0,3.2,85.0,Staten Island,Stapleton and St. George,"One Bay Street, St. George Terminal, Space 107A, Staten Island",10301.0,40.643981,-74.0725889,restaurant
Dunkin',1.0,4.0,182.0,Staten Island,Stapleton and St. George,"700 Richmond Terrace, Staten Island",10301.0,40.6445438,-74.095545,restaurant
D & B Chinese Double,1.0,4.0,160.0,Staten Island,Stapleton and St. George,"74A Westervelt Avenue, Staten Island",10301.0,40.6458155,-74.0862039,restaurant
"Tony's Pizzeria in St George, Victory Blvd & Corson Ave",,4.1,28.0,Staten Island,Stapleton and St. George,"97 Victory Boulevard, Staten Island",10301.0,40.6378698,-74.0799378,restaurant
Famous New York Pizza,1.0,4.0,207.0,Staten Island,Stapleton and St. George,"430 Jersey Street, Staten Island",10301.0,40.637715,-74.087366,restaurant
Bubba's chicken,,,,Staten Island,Stapleton and St. George,"Jersey Street, Staten Island",10301.0,40.6385609,-74.0874379,restaurant
La Cabaña Del Tio,,4.3,65.0,Staten Island,Stapleton and St. George,"635 Bay Street, Staten Island",10304.0,40.6264845,-74.075422,restaurant
Halal Food Truck,,3.6,14.0,Staten Island,Stapleton and St. George,"1119 Bay Street, Staten Island",10305.0,40.61597369999999,-74.0670499,restaurant
Burrito Bar,2.0,4.1,725.0,Staten Island,Port Richmond,"585 Forest Avenue, Staten Island",10310.0,40.63030879999999,-74.1088217,restaurant
LiGreci's Staaten,2.0,4.6,744.0,Staten Island,Port Richmond,"697 Forest Avenue, Staten Island",10310.0,40.6297,-74.1123423,restaurant
Green Garden Chinese Restaurant,2.0,3.6,86.0,Staten Island,Port Richmond,"752 Forest Avenue, Staten Island",10310.0,40.6289037,-74.1142464,restaurant
McDonald's,1.0,3.4,1569.0,Staten Island,Port Richmond,"803 Forest Avenue, Staten Island",10310.0,40.6293233,-74.1158612,restaurant
Subway,1.0,4.3,71.0,Staten Island,Port Richmond,"612 Forest Avenue, Staten Island",10310.0,40.6296803,-74.109568,restaurant
3 Guys Sushi,2.0,4.2,135.0,Staten Island,Port Richmond,"530 Forest Avenue, Staten Island",10310.0,40.6301218,-74.1078115,restaurant
Feelin Saucy Pizza,,4.1,11.0,Staten Island,Port Richmond,"819 Forest Avenue, Staten Island",10310.0,40.6290645,-74.11639319999999,restaurant
Pronto Pizza Pasta,2.0,4.0,319.0,Staten Island,Port Richmond,"738 Forest Avenue, Staten Island",10310.0,40.6289507,-74.1138206,restaurant
Panini Grill,2.0,4.3,530.0,Staten Island,Port Richmond,"538 Forest Avenue, Staten Island",10310.0,40.6300851,-74.10812179999999,restaurant
Dunkin',1.0,3.8,395.0,Staten Island,Port Richmond,"770 Forest Avenue, Staten Island",10310.0,40.6288986,-74.1149332,restaurant
Duffy's,1.0,4.6,508.0,Staten Island,Port Richmond,"650 Forest Avenue, Staten Island",10310.0,40.629579,-74.11079099999999,restaurant
Island Garden,1.0,4.3,162.0,Staten Island,Port Richmond,"823 Castleton Avenue, Staten Island",10310.0,40.6349042,-74.10988549999999,restaurant
The Best Coffee Shop,1.0,4.5,209.0,Staten Island,Stapleton and St. George,"117 Water Street, Staten Island",10304.0,40.6271181,-74.07799700000001,restaurant
Shaw-nae’s House,,5.0,51.0,Staten Island,Stapleton and St. George,"379 Van Duzer Street, Staten Island",10304.0,40.62872040000001,-74.0796945,restaurant
The Hop Shoppe,2.0,4.5,883.0,Staten Island,Stapleton and St. George,"372 Van Duzer Street, Staten Island",10304.0,40.6291412,-74.0797247,restaurant
La Plaza Mexican Deli,,4.7,19.0,Staten Island,Stapleton and St. George,"400 Victory Boulevard, Staten Island",10301.0,40.6323377,-74.0867878,restaurant
ae_organic_foodstuff,,,,Staten Island,Stapleton and St. George,"95 Water Street, Staten Island",10304.0,40.6272168,-74.0772623,restaurant
TeeTee's Frituras,,4.7,31.0,Staten Island,Stapleton and St. George,"95 Water Street, Staten Island",10304.0,40.6272168,-74.0772623,restaurant
Oh Oh Coquito,,,,Staten Island,Stapleton and St. George,"95 Water Street, Staten Island",10304.0,40.6272168,-74.0772623,restaurant
Candy Zone Wholesale Distributor,,5.0,1.0,Staten Island,Stapleton and St. George,"92 Canal Street, Staten Island",10304.0,40.6265006,-74.0765739,restaurant
Beyond The Sea,,4.2,90.0,Staten Island,Stapleton and St. George,"84 Canal Street, Staten Island",10304.0,40.626397,-74.076195,restaurant
yafa shawarma food truck,,5.0,34.0,Staten Island,Stapleton and St. George,"485 Seaview Avenue, Staten Island",10305.0,40.5834777,-74.0858373,restaurant
Yellow Truck... S.I. HOSPITAL FAVORITE,,4.3,4.0,Staten Island,Stapleton and St. George,"475 Seaview Avenue, Staten Island",10305.0,40.5844375,-74.0858104,restaurant
Cafetería Staten Island hospital,,5.0,2.0,Staten Island,Stapleton and St. George,"475 Seaview Avenue, Staten Island",10305.0,40.5847086,-74.086124,restaurant
Pauls Dogs.. Famous Hot Dog Truck,,4.7,23.0,Staten Island,Stapleton and St. George,"475 Seaview Avenue, Staten Island",10305.0,40.58635939999999,-74.08689609999999,restaurant
Donegan's Grill,,5.0,2.0,Staten Island,Port Richmond,"26 Elizabeth Street, Staten Island",10310.0,40.6334896,-74.12084399999999,restaurant
Cafe Con Pan,2.0,4.0,395.0,Staten Island,Port Richmond,"137 Port Richmond Avenue, Staten Island",10302.0,40.63767379999999,-74.1334239,restaurant
Oaxaca Pizzeria Deli & Taqueria,1.0,4.1,214.0,Staten Island,Port Richmond,"1240 Castleton Avenue, Staten Island",10310.0,40.6338889,-74.1238889,restaurant
My Family Pizza & Chicken,1.0,3.6,93.0,Staten Island,Port Richmond,"1211 Castleton Avenue, Staten Island",10310.0,40.634268,-74.12283200000002,restaurant
Tortillería Oaxaca,1.0,4.2,142.0,Staten Island,Port Richmond,"121 Port Richmond Avenue, Staten Island",10302.0,40.6380853,-74.1331951,restaurant
Michaelangelos Pizzeria,1.0,4.5,194.0,Staten Island,Port Richmond,"860 Post Avenue, Staten Island",10310.0,40.630816,-74.129673,restaurant
Bella Mama,2.0,4.5,375.0,Staten Island,Port Richmond,"266 Morningstar Road, Staten Island",10303.0,40.631761,-74.146823,restaurant
John's Famous Deli,2.0,4.5,219.0,Staten Island,Port Richmond,"15 Innis Street, Staten Island",10302.0,40.6337288,-74.14179150000001,restaurant
Subway,1.0,3.6,71.0,Staten Island,Mid-Island (Willowbrook),"1724 Victory Boulevard, Staten Island",10314.0,40.61288519999999,-74.1211878,restaurant
Joe & Pat's Pizzeria & Restaurant,2.0,4.3,1019.0,Staten Island,Mid-Island (Willowbrook),"1758 Victory Boulevard, Staten Island",10314.0,40.612941,-74.122097,restaurant
Goodfella's,2.0,3.8,397.0,Staten Island,Mid-Island (Willowbrook),"1817 Victory Boulevard, Staten Island",10314.0,40.613249,-74.123935,restaurant
Domino's Pizza,1.0,2.9,208.0,Staten Island,Mid-Island (Willowbrook),"1785 Victory Boulevard, Staten Island",10314.0,40.6132977,-74.1230245,restaurant
Noodlefan,2.0,4.4,278.0,Staten Island,Mid-Island (Willowbrook),"1809 Victory Boulevard, Staten Island",10314.0,40.6132117,-74.12369509999999,restaurant
Staten Island Diner,1.0,4.4,614.0,Staten Island,Mid-Island (Willowbrook),"1877 Victory Boulevard, Staten Island",10314.0,40.61306099999999,-74.126336,restaurant
The Beer Garden,2.0,4.3,214.0,Staten Island,Mid-Island (Willowbrook),"1883 Victory Boulevard, Staten Island",10314.0,40.6129913,-74.12654110000001,restaurant
East New Sing Bo,1.0,3.5,49.0,Staten Island,Mid-Island (Willowbrook),"1745 Victory Boulevard, Staten Island",10314.0,40.6133212,-74.1217708,restaurant
Bagel Bistro Diner & Grill,1.0,3.8,373.0,Staten Island,Mid-Island (Willowbrook),"1810 Victory Boulevard, Staten Island",10314.0,40.6127533,-74.12372810000001,restaurant
Island Coffee Shop,1.0,4.5,620.0,Staten Island,Mid-Island (Willowbrook),"407 Manor Road, Staten Island",10314.0,40.617981,-74.1234769,restaurant
Tokyo Sushi Korean BBQ,2.0,4.2,282.0,Staten Island,Mid-Island (Willowbrook),"1710 Victory Boulevard, Staten Island",10314.0,40.6129212,-74.1208532,restaurant
How Greek It Is Too!,2.0,4.5,115.0,Staten Island,Mid-Island (Willowbrook),"1734 Victory Boulevard, Staten Island",10314.0,40.6130238,-74.1216013,restaurant
Mexican Cantina Restaurant & Bar,2.0,4.4,189.0,Staten Island,Mid-Island (Willowbrook),"1736 Victory Boulevard, Staten Island",10314.0,40.6129411,-74.1216104,restaurant
TasYaki Hibachi,,3.8,4.0,Staten Island,Mid-Island (Willowbrook),"1756 Victory Boulevard, Staten Island",10314.0,40.6129277,-74.1220002,restaurant
Hitto Ramen,2.0,4.7,78.0,Staten Island,Mid-Island (Willowbrook),"1756 Victory Boulevard, Staten Island",10314.0,40.6129277,-74.1220002,restaurant
1001 Nights Cafe’ & Dessert,1.0,4.3,159.0,Staten Island,Mid-Island (Willowbrook),"2025 Richmond Avenue, Staten Island",10314.0,40.598306,-74.1619341,restaurant
Farington's Cafe and Restaurant,,5.0,8.0,Staten Island,Mid-Island (Willowbrook),"1949 Richmond Avenue STE 7, Staten Island",10314.0,40.600528,-74.162413,restaurant
Sandwich and Pickle,2.0,4.9,116.0,Staten Island,Mid-Island (Willowbrook),"Sandwich and Pickle, 1949 Richmond Avenue, Staten Island",10314.0,40.600528,-74.162413,restaurant
Dario The Baker Pizzeria,,4.6,33.0,Staten Island,Mid-Island (Willowbrook),"4392 Victory Boulevard, Staten Island",10314.0,40.5872467,-74.1978695,restaurant
Brioso,3.0,4.2,267.0,Staten Island,South Beach and Tottenville,"174 New Dorp Lane, Staten Island",10306.0,40.573037,-74.115113,restaurant
Nori sushi,2.0,4.2,113.0,Staten Island,South Beach and Tottenville,"55 New Dorp Plaza, Staten Island",10306.0,40.57385419999999,-74.1176297,restaurant
Burger King,1.0,3.6,397.0,Staten Island,South Beach and Tottenville,"2800 Hylan Boulevard, Staten Island",10306.0,40.56391589999999,-74.1151763,restaurant
Goodfella's,2.0,4.5,810.0,Staten Island,South Beach and Tottenville,"4029 Hylan Boulevard, Staten Island",10308.0,40.54167059999999,-74.1468653,restaurant
Arirang Hibachi Steakhouse,2.0,4.3,785.0,Staten Island,South Beach and Tottenville,"23A Nelson Avenue, Staten Island",10308.0,40.54955669999999,-74.150093,restaurant
Marina Cafe Restaurant & Tiki Bar,2.0,4.3,1276.0,Staten Island,South Beach and Tottenville,"154 Mansion Avenue, Staten Island",10308.0,40.5441215,-74.1408558,restaurant
Cole's Dock Side,2.0,4.4,659.0,Staten Island,South Beach and Tottenville,"369 Cleveland Avenue, Staten Island",10308.0,40.54267670000001,-74.14244889999999,restaurant
Nonna's Pizza Great Kills,1.0,4.6,457.0,Staten Island,South Beach and Tottenville,"27 Brower Court, Staten Island",10308.0,40.5511082,-74.15119170000001,restaurant
Village Maria Pizzeria,1.0,4.0,232.0,Staten Island,South Beach and Tottenville,"3995 Amboy Road, Staten Island",10308.0,40.5503418,-74.15081169999999,restaurant
Michael Anthony's Restaurant,2.0,4.7,64.0,Staten Island,South Beach and Tottenville,"307 Nelson Avenue, Staten Island",10308.0,40.542325,-74.14538610000001,restaurant
Anthony's Paninoteca,,5.0,10.0,Staten Island,South Beach and Tottenville,"3994 Amboy Road, Staten Island",10308.0,40.5501619,-74.15048929999999,restaurant
DIY Poke Sushi II,2.0,4.6,22.0,Staten Island,South Beach and Tottenville,"3981 Amboy Road, Staten Island",10308.0,40.55065010000001,-74.1504753,restaurant
Foo Sing,,3.9,43.0,Staten Island,South Beach and Tottenville,"3979 Amboy Road, Staten Island",10308.0,40.550709,-74.150444,restaurant
La Iguana Azul restaurant & lounge,,4.1,325.0,Staten Island,South Beach and Tottenville,"8 Giffords Lane, Staten Island",10308.0,40.55102319999999,-74.15034229999999,restaurant
Patrizia's Of Staten Island,2.0,4.6,1788.0,Staten Island,South Beach and Tottenville,"4255 Amboy Road, Staten Island",10308.0,40.5472234,-74.15794319999999,restaurant
Subway,1.0,4.0,63.0,Staten Island,,"4348B Amboy Road, Staten Island",10312.0,40.5449942,-74.160139,restaurant
Kiku,2.0,3.9,213.0,Staten Island,,"3838 Richmond Avenue, Staten Island",10312.0,40.54434699999999,-74.165731,restaurant
Pacific Kitchen,,4.5,95.0,Staten Island,South Beach and Tottenville,"4255 Amboy Road, Staten Island",10308.0,40.547554,-74.158003,restaurant
Campania,2.0,4.4,671.0,Staten Island,,"3900 Richmond Avenue, Staten Island",10312.0,40.542787,-74.16409,restaurant
Filoncino Cafe,,4.4,275.0,Staten Island,,"4569 Amboy Road, Staten Island",10312.0,40.5425361,-74.16547609999999,restaurant
Dunkin',1.0,3.7,333.0,Staten Island,,"3845 Richmond Avenue, Staten Island",10312.0,40.5440367,-74.16474769999999,restaurant
Wendy's,1.0,3.5,775.0,Staten Island,,"25 Putnam Street, Staten Island",10312.0,40.54408829999999,-74.1633741,restaurant
Gio's,2.0,4.3,214.0,Staten Island,,"3800 Richmond Avenue, Staten Island",10312.0,40.54504319999999,-74.16594769999999,restaurant
Empire Szechuan,,3.6,121.0,Staten Island,,"4373 Amboy Road, Staten Island",10312.0,40.5454465,-74.16191119999999,restaurant
Sal & Lloyd's Pizza Place,1.0,4.6,121.0,Staten Island,,"3850 Richmond Avenue, Staten Island",10312.0,40.54388269999999,-74.16520229999999,restaurant
Domino's Pizza,1.0,3.2,202.0,Staten Island,,"3902 Richmond Avenue, Staten Island",10312.0,40.5427488,-74.16411459999999,restaurant
China Chalet,2.0,4.0,147.0,Staten Island,,"4326 Amboy Road, Staten Island",10312.0,40.5452123,-74.15954889999999,restaurant
Tomo,2.0,4.2,125.0,Staten Island,,"4561 Amboy Road, Staten Island",10312.0,40.54305069999999,-74.16569539999999,restaurant
Burger King,1.0,3.5,370.0,Staten Island,,"3901 Richmond Avenue, Staten Island",10312.0,40.5432726,-74.1638517,restaurant
East Sushi,,3.5,37.0,Staten Island,,"4371 Amboy Road, Staten Island",10312.0,40.545468,-74.16181399999999,restaurant
Kingdom Pizza Cafe,2.0,4.1,99.0,Staten Island,,"4350 Amboy Road, Staten Island",10312.0,40.5448741,-74.1601481,restaurant
Joyce's Tavern,2.0,4.4,396.0,Staten Island,,"3823 Richmond Avenue, Staten Island",10312.0,40.545081,-74.16539,restaurant
Avocado Sushi,,4.0,156.0,Staten Island,,"4342 Amboy Road, Staten Island",10312.0,40.5451014,-74.1599568,restaurant
Frank And Danny's,1.0,4.2,170.0,Staten Island,,"4369 Amboy Road, Staten Island",10312.0,40.54555809999999,-74.1616662,restaurant
The Pizza Parlor,2.0,4.1,454.0,Staten Island,,"6 Sneden Avenue, Staten Island",10312.0,40.5404611,-74.1770995,restaurant
Ocean Sushi,2.0,4.6,235.0,Staten Island,,"20 Jefferson Boulevard, Staten Island",10312.0,40.5411672,-74.1782628,restaurant
Privé,2.0,4.2,118.0,Staten Island,,"813 Annadale Road, Staten Island",10312.0,40.54210269999999,-74.17710319999999,restaurant
Annadale Terrace,2.0,4.4,1113.0,Staten Island,,"801 Annadale Road, Staten Island",10312.0,40.5423763,-74.177249,restaurant
Il Sogno Ristorante Italiano,2.0,4.5,224.0,Staten Island,,"26 Jefferson Boulevard, Staten Island",10312.0,40.5413224,-74.17845919999999,restaurant
Mona Lisa Pizzeria,2.0,4.4,172.0,Staten Island,,"839 Annadale Road, Staten Island",10312.0,40.541357,-74.176878,restaurant
King Sicilian,,4.4,49.0,Staten Island,,"34 Jefferson Boulevard, Staten Island",10312.0,40.5414808,-74.17846639999999,restaurant
La Fontana Sorellena,2.0,4.7,119.0,Staten Island,,"885 Annadale Road, Staten Island",10312.0,40.540069,-74.17681069999999,restaurant
District,,3.8,126.0,Staten Island,,"2 Sneden Avenue, Staten Island",10312.0,40.5403706,-74.1771393,restaurant
Juicy Lucy BBQ,2.0,3.8,51.0,Staten Island,,"20 Jefferson Boulevard, Staten Island",10312.0,40.5411449,-74.1782401,restaurant
Healthy Kitchen,,,,Staten Island,,"Parking lot, 20 Jefferson Boulevard STE 1, Staten Island",10312.0,40.5411449,-74.1782401,restaurant
The Square on Annadale,1.0,4.0,122.0,Staten Island,,"833 Annadale Road, Staten Island",10312.0,40.5414275,-74.1771342,restaurant
Annadale Bakery,2.0,4.7,306.0,Staten Island,,"821 Annadale Road, Staten Island",10312.0,40.54180269999999,-74.1773002,restaurant
Aunt Viv's Kitchen Inc,,,,Staten Island,,"800 Stafford Avenue, Staten Island",10309.0,40.540117,-74.204837,restaurant
Don Cesar Restaurant & Bar,2.0,4.4,199.0,Staten Island,South Beach and Tottenville,"7528 Amboy Road, Staten Island",10307.0,40.5089937,-74.24678460000001,restaurant
Deluca's Italian Restaurant,2.0,4.5,539.0,Staten Island,South Beach and Tottenville,"7324 Amboy Road, Staten Island",10307.0,40.51098799999999,-74.2413948,restaurant
Dani's Italian Bistro,2.0,4.5,86.0,Staten Island,South Beach and Tottenville,"7331 Amboy Road, Staten Island",10307.0,40.5111528,-74.2417001,restaurant
Towne Deli & Pizzeria,2.0,4.3,584.0,Staten Island,South Beach and Tottenville,"5373 Arthur Kill Road, Staten Island",10307.0,40.51350499999999,-74.2481014,restaurant
Cracker Barrel Deli,2.0,3.8,81.0,Staten Island,South Beach and Tottenville,"180 Main Street, Staten Island",10307.0,40.51056670000001,-74.24854119999999,restaurant
Reggiano's Brick Oven Pizza,2.0,4.5,493.0,Staten Island,South Beach and Tottenville,"7339 Amboy Road, Staten Island",10307.0,40.51096190000001,-74.2419573,restaurant
Kim's Island,1.0,4.6,81.0,Staten Island,South Beach and Tottenville,"175 Main Street, Staten Island",10307.0,40.5107736,-74.2482624,restaurant
Mangia,2.0,4.5,165.0,Staten Island,South Beach and Tottenville,"7517 Amboy Road, Staten Island",10307.0,40.5092828,-74.24661309999999,restaurant
B&Es Neighbourhood Pub,,3.7,15.0,Staten Island,South Beach and Tottenville,"209 Main Street, Staten Island",10307.0,40.51012679999999,-74.2472875,restaurant
Mikey Bagels,1.0,4.6,178.0,Staten Island,South Beach and Tottenville,"7420 Amboy Road, Staten Island",10307.0,40.50987579999999,-74.2437894,restaurant
Keke's Grab N' Go,2.0,4.3,57.0,Staten Island,South Beach and Tottenville,Staten Island,10307.0,40.5100248,-74.24392569999999,restaurant
Gigi's Cafe & keke's pizzeria,1.0,4.6,65.0,Staten Island,South Beach and Tottenville,"7423 Amboy Road, Staten Island",10307.0,40.5100828,-74.2439936,restaurant
Taqueria Oaxaca,1.0,4.2,141.0,Staten Island,South Beach and Tottenville,"167 Main Street, Staten Island",10307.0,40.5109187,-74.2485147,restaurant
Coral Bay Cafe,,4.2,141.0,Staten Island,South Beach and Tottenville,"722 Rockaway Street, Staten Island",10307.0,40.4992432,-74.2390059,restaurant
Chef Hong II,1.0,4.2,103.0,Staten Island,South Beach and Tottenville,"7226 Amboy Road, Staten Island",10307.0,40.512152,-74.239057,restaurant
Pier 76,2.0,4.4,665.0,Staten Island,Stapleton and St. George,"76 Bay Street #2511, Staten Island",10301.0,40.6401217,-74.0758298,restaurant
New Asha Sri Lanka Restaurant,1.0,4.6,293.0,Staten Island,Stapleton and St. George,"322 Victory Boulevard, Staten Island",10301.0,40.6341992,-74.085324,restaurant
Beso,2.0,4.5,1238.0,Staten Island,Stapleton and St. George,"70 Bay Street, Staten Island",10301.0,40.64023410000001,-74.07583319999999,restaurant
Enoteca Maria,2.0,4.6,518.0,Staten Island,Stapleton and St. George,"27 Hyatt Street, Staten Island",10301.0,40.6420631,-74.0773315,restaurant
Steiny's Pub,1.0,4.4,352.0,Staten Island,Stapleton and St. George,"3 Hyatt Street, Staten Island",10301.0,40.6422871,-74.0767305,restaurant
Cinderellas Mexican Restaurant,2.0,4.1,168.0,Staten Island,Stapleton and St. George,"108 Victory Boulevard, Staten Island",10301.0,40.6374952,-74.0799035,restaurant
Craft House,2.0,4.5,377.0,Staten Island,Stapleton and St. George,"60 Van Duzer Street, Staten Island",10301.0,40.6364411,-74.0774436,restaurant
Kennedy Fried Chicken,1.0,3.7,67.0,Staten Island,Stapleton and St. George,"39 Victory Boulevard, Staten Island",10301.0,40.63795719999999,-74.0766995,restaurant
Chang Noi Thai,1.0,4.4,335.0,Staten Island,Stapleton and St. George,"100 Stuyvesant Place, Staten Island",10301.0,40.643646,-74.077584,restaurant
Dunkin',1.0,4.0,456.0,Staten Island,Stapleton and St. George,"450 Bay Street, Staten Island",10304.0,40.6311349,-74.07686439999999,restaurant
M & K,1.0,4.2,258.0,Staten Island,Stapleton and St. George,"190 Bay Street, Staten Island",10301.0,40.6374591,-74.0769797,restaurant
The Burrito Shoppe,1.0,4.5,271.0,Staten Island,Stapleton and St. George,"100 Stuyvesant Place, Staten Island",10301.0,40.64387069999999,-74.0777821,restaurant
The Coupe,2.0,4.7,162.0,Staten Island,Stapleton and St. George,"379 Van Duzer Street, Staten Island",10304.0,40.6287528,-74.0797343,restaurant
Dosa Garden,1.0,4.2,281.0,Staten Island,Stapleton and St. George,"323 Victory Boulevard, Staten Island",10301.0,40.634252,-74.085711,restaurant
New Choi Hee,1.0,3.4,83.0,Staten Island,Stapleton and St. George,"426 Bay Street, Staten Island",10304.0,40.6317703,-74.0762872,restaurant
Ruddy & Dean,3.0,4.5,396.0,Staten Island,Stapleton and St. George,"44 Richmond Terrace, Staten Island",10301.0,40.6440209,-74.0767576,restaurant
McDonald's,1.0,3.3,1657.0,Staten Island,Stapleton and St. George,"501 Bay Street, Staten Island",10304.0,40.6299472,-74.07640769999999,restaurant
Marie's Gourmet,2.0,4.4,403.0,Staten Island,Stapleton and St. George,"5 Hyatt Street, Staten Island",10301.0,40.6422971,-74.0767217,restaurant
Chef Hong Kitchen,1.0,4.0,179.0,Staten Island,Stapleton and St. George,"55 Victory Boulevard, Staten Island",10301.0,40.638093,-74.0776009,restaurant
Cargo Cafe,1.0,4.3,460.0,Staten Island,Stapleton and St. George,"120 Bay Street, Staten Island",10301.0,40.6394876,-74.0758424,restaurant
Veranda Cafe,2.0,4.1,33.0,Staten Island,Stapleton and St. George,"915 Victory Boulevard, Staten Island",10301.0,40.6223605,-74.097934,restaurant
Dunkin',1.0,3.6,220.0,Staten Island,Stapleton and St. George,"1201 Victory Boulevard, Staten Island",10301.0,40.6165201,-74.10402979999999,restaurant
Chinese Restaurant,,,,Staten Island,Stapleton and St. George,United States,10301.0,40.6155967,-74.10323799999999,restaurant
New Wing Hing,1.0,3.9,45.0,Staten Island,Stapleton and St. George,"1282 Clove Road, Staten Island",10301.0,40.615571,-74.10327,restaurant
La Rosa Chicken & Grill - Victory Boulevard,1.0,3.9,240.0,Staten Island,Stapleton and St. George,"1172 Victory Boulevard, Staten Island",10301.0,40.6164323,-74.1030281,restaurant
Grab & Go Asian Cuisine,1.0,4.7,19.0,Staten Island,Stapleton and St. George,"1204 Victory Boulevard, Staten Island",10301.0,40.6160342,-74.1038425,restaurant
Napoli Pizza - Victory,2.0,3.9,194.0,Staten Island,Stapleton and St. George,"1206 Victory Boulevard, Staten Island",10301.0,40.6160482,-74.1039296,restaurant
Purple Yam,2.0,4.3,321.0,Brooklyn,Flatbush,"1314 Cortelyou Road, Brooklyn",11226.0,40.6404724,-73.9656677,restaurant
George's,1.0,4.5,571.0,Brooklyn,Borough Park,"753 Coney Island Avenue, Brooklyn",11218.0,40.6390287,-73.96851520000001,restaurant
Cafe Madeline,2.0,4.5,799.0,Brooklyn,Flatbush,"1603 Cortelyou Road, Brooklyn",11226.0,40.6419218,-73.9634109,restaurant
The Castello Plan,2.0,4.3,400.0,Brooklyn,Borough Park,"1213 Cortelyou Road, Brooklyn",11218.0,40.64034629999999,-73.96668079999999,restaurant
Mimi's Hummus,2.0,4.4,362.0,Brooklyn,Borough Park,"1209 Cortelyou Road, Brooklyn",11218.0,40.640321,-73.966736,restaurant
Kumo Sushi,2.0,4.0,221.0,Brooklyn,Flatbush,"1406 Cortelyou Road, Brooklyn",11226.0,40.6407794,-73.9650176,restaurant
San Remo Pizzeria & Restaurant,2.0,4.2,365.0,Brooklyn,Flatbush,"1408 Cortelyou Road, Brooklyn",11226.0,40.6407452,-73.9648557,restaurant
Fisherman's Cove,1.0,3.6,133.0,Brooklyn,Flatbush,"4 Newkirk Plaza, Brooklyn",11226.0,40.6355197,-73.962582,restaurant
Dunkin',1.0,3.0,143.0,Brooklyn,Flatbush,"1506 Cortelyou Road, Brooklyn",11226.0,40.6411883,-73.9641881,restaurant
Lo Duca Pizza,1.0,4.8,494.0,Brooklyn,Flatbush,"14 Newkirk Plaza, Brooklyn",11226.0,40.6350363,-73.9625705,restaurant
BoBo Kitchen,1.0,3.2,211.0,Brooklyn,Flatbush,"1601 Cortelyou Road, Brooklyn",11226.0,40.6418229,-73.9634639,restaurant
The Ox Tavern,2.0,4.4,597.0,Brooklyn,Borough Park,"1715 Foster Avenue, Brooklyn",11230.0,40.63537940000001,-73.9608969,restaurant
Cafe Tibet,1.0,4.5,358.0,Brooklyn,Flatbush,"1510 Cortelyou Road, Brooklyn",11226.0,40.64112609999999,-73.9640292,restaurant
Koko,2.0,4.3,294.0,Brooklyn,Flatbush,"375 Marlborough Road, Brooklyn",11226.0,40.6409131,-73.9642551,restaurant
Prime Avenue,2.0,4.0,1091.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),"377 Kingston Avenue, Brooklyn",11213.0,40.6661104,-73.9423509,restaurant
